Species	A_G	T_A	C_A	C_T	T_C	A_C	A_T	G_T	G_A	T_G	C_G	G_C	BranchLength	sumOfSubs	A_G_fr	T_A_fr	C_A_fr	C_T_fr	T_C_fr	A_C_fr	A_T_fr	G_T_fr	G_A_fr	T_G_fr	C_G_fr	G_C_fr	Taxonomy	Worker	diet.Wood.Soil	Soldier
B074_Eurycotis_sp._1	16	54	8	7	19	17	101	5	6	6	1	4	0.0925936386	244	0.0655737704918033	0.221311475409836	0.0327868852459016	0.0286885245901639	0.0778688524590164	0.069672131147541	0.413934426229508	0.0204918032786885	0.0245901639344262	0.0245901639344262	0.00409836065573771	0.0163934426229508	Blattidae	NA	NA	NA
B075_Neostylopyga_rhombifolia_1	18	77	5	9	42	29	93	2	4	16	2	1	0.1154194975	298	0.0604026845637584	0.258389261744966	0.0167785234899329	0.0302013422818792	0.140939597315436	0.0973154362416107	0.312080536912752	0.00671140939597315	0.0134228187919463	0.0536912751677852	0.00671140939597315	0.00335570469798658	Blattidae	NA	NA	NA
B077_Periplaneta_australasiae_1	33	33	2	12	43	10	36	3	2	7	0	0	0.0604473313	181	0.18232044198895	0.18232044198895	0.0110497237569061	0.0662983425414365	0.237569060773481	0.0552486187845304	0.198895027624309	0.0165745856353591	0.0110497237569061	0.0386740331491713	0	0	Blattidae	NA	NA	NA
B078_Periplaneta_brunnea_1	34	60	7	9	35	19	70	0	4	14	2	0	0.0845961212	254	0.133858267716535	0.236220472440945	0.0275590551181102	0.0354330708661417	0.137795275590551	0.0748031496062992	0.275590551181102	0	0.015748031496063	0.0551181102362205	0.0078740157480315	0	Blattidae	NA	NA	NA
B080_Shelfordella_lateralis_1	30	32	4	10	37	16	56	1	3	5	2	2	0.084350788	198	0.151515151515152	0.161616161616162	0.0202020202020202	0.0505050505050505	0.186868686868687	0.0808080808080808	0.282828282828283	0.00505050505050505	0.0151515151515152	0.0252525252525253	0.0101010101010101	0.0101010101010101	Blattidae	NA	NA	NA
B082_Ischnoptera_bilunata_1	33	78	3	12	29	27	118	8	3	7	1	0	0.1294007446	319	0.103448275862069	0.244514106583072	0.00940438871473354	0.0376175548589342	0.0909090909090909	0.0846394984326019	0.369905956112853	0.0250783699059561	0.00940438871473354	0.0219435736677116	0.00313479623824451	0	Ectobiidae1	NA	NA	NA
B083_Ischnoptera_deropeltiformis_1	51	56	10	12	39	22	53	7	10	17	0	0	0.1262478222	277	0.184115523465704	0.202166064981949	0.036101083032491	0.0433212996389892	0.140794223826715	0.0794223826714801	0.191335740072202	0.0252707581227437	0.036101083032491	0.0613718411552347	0	0	Ectobiidae1	NA	NA	NA
B084_Ischnoptera_sp._1	50	46	8	8	46	27	53	3	1	15	2	1	0.120068128	260	0.192307692307692	0.176923076923077	0.0307692307692308	0.0307692307692308	0.176923076923077	0.103846153846154	0.203846153846154	0.0115384615384615	0.00384615384615385	0.0576923076923077	0.00769230769230769	0.00384615384615385	Ectobiidae1	NA	NA	NA
B086_Ergaula_capucina_1	30	57	13	16	41	32	116	6	8	12	0	0	0.1541385636	331	0.0906344410876133	0.172205438066465	0.0392749244712991	0.0483383685800604	0.123867069486405	0.0966767371601208	0.350453172205438	0.0181268882175227	0.0241691842900302	0.0362537764350453	0	0	Corydiidae	NA	NA	NA
B088_Polyphaga_aegyptiaca_1	40	57	4	14	56	43	79	8	14	23	4	2	0.2023023433	344	0.116279069767442	0.165697674418605	0.0116279069767442	0.0406976744186047	0.162790697674419	0.125	0.229651162790698	0.0232558139534884	0.0406976744186047	0.0668604651162791	0.0116279069767442	0.00581395348837209	Corydiidae	NA	NA	NA
B089_Therea_olegrandjeani_1	33	34	9	26	47	23	60	3	3	7	0	0	0.0910799596	245	0.13469387755102	0.138775510204082	0.036734693877551	0.106122448979592	0.191836734693878	0.0938775510204082	0.244897959183673	0.0122448979591837	0.0122448979591837	0.0285714285714286	0	0	Corydiidae	NA	NA	NA
B090_Therea_petiveriana_1	28	10	3	9	27	3	10	1	4	2	0	0	0.0306391228	97	0.288659793814433	0.103092783505155	0.0309278350515464	0.0927835051546392	0.278350515463918	0.0309278350515464	0.103092783505155	0.0103092783505155	0.0412371134020619	0.0206185567010309	0	0	Corydiidae	NA	NA	NA
B091_Therea_regularis_1	32	7	6	20	31	1	9	6	2	2	1	0	0.0345250357	117	0.273504273504274	0.0598290598290598	0.0512820512820513	0.170940170940171	0.264957264957265	0.00854700854700855	0.0769230769230769	0.0512820512820513	0.0170940170940171	0.0170940170940171	0.00854700854700855	0	Corydiidae	NA	NA	NA
B094_Heterogamodes_hebraica_1	21	50	7	11	43	35	90	8	10	19	4	4	0.1856563987	302	0.0695364238410596	0.165562913907285	0.0231788079470199	0.0364238410596026	0.142384105960265	0.115894039735099	0.298013245033113	0.0264900662251656	0.033112582781457	0.0629139072847682	0.0132450331125828	0.0132450331125828	Corydiidae	NA	NA	NA
B096_Lobopterella_dimidiatipes_1	19	80	7	13	26	26	104	6	8	18	2	0	0.1425833098	309	0.0614886731391586	0.258899676375405	0.0226537216828479	0.0420711974110032	0.0841423948220065	0.0841423948220065	0.336569579288026	0.0194174757281553	0.0258899676375405	0.058252427184466	0.00647249190938511	0	Ectobiidae1	NA	NA	NA
B097_Arenivaga_cf._1	26	93	5	16	9	31	184	8	17	10	7	4	0.4042871189	410	0.0634146341463415	0.226829268292683	0.0121951219512195	0.0390243902439024	0.0219512195121951	0.075609756097561	0.448780487804878	0.0195121951219512	0.0414634146341463	0.024390243902439	0.0170731707317073	0.00975609756097561	Corydiidae	NA	NA	NA
B099_Parcoblatta_fulvescens_1	18	58	9	15	24	20	115	6	11	7	0	4	0.1215842507	287	0.0627177700348432	0.202090592334495	0.0313588850174216	0.0522648083623693	0.0836236933797909	0.0696864111498258	0.400696864111498	0.0209059233449477	0.0383275261324042	0.024390243902439	0	0.0139372822299652	Ectobiidae1	NA	NA	NA
B100_Parcoblatta_uhleriana_1	33	10	5	20	28	5	22	4	14	1	1	1	0.0480829521	144	0.229166666666667	0.0694444444444444	0.0347222222222222	0.138888888888889	0.194444444444444	0.0347222222222222	0.152777777777778	0.0277777777777778	0.0972222222222222	0.00694444444444444	0.00694444444444444	0.00694444444444444	Ectobiidae1	NA	NA	NA
B101_Parcoblatta_bolliana_1	42	23	2	21	35	10	28	0	10	7	1	0	0.0628315687	179	0.23463687150838	0.128491620111732	0.0111731843575419	0.11731843575419	0.195530726256983	0.0558659217877095	0.156424581005587	0	0.0558659217877095	0.0391061452513966	0.00558659217877095	0	Ectobiidae1	NA	NA	NA
B103_Pycnoscelus_sp._1	23	9	3	15	27	2	3	0	13	1	0	0	0.0221284145	96	0.239583333333333	0.09375	0.03125	0.15625	0.28125	0.0208333333333333	0.03125	0	0.135416666666667	0.0104166666666667	0	0	Blaberidae	NA	NA	NA
B107_Neolaxta_mackerrasae_1	37	48	13	11	48	28	101	3	7	15	0	2	0.1483747633	313	0.118210862619808	0.153354632587859	0.0415335463258786	0.0351437699680511	0.153354632587859	0.0894568690095847	0.322683706070288	0.00958466453674121	0.0223642172523962	0.0479233226837061	0	0.00638977635782748	Blaberidae	NA	NA	NA
B115_Macropanesthia_rhinoceros_1	41	37	15	19	43	33	80	7	13	5	4	1	0.1356646829	298	0.13758389261745	0.124161073825503	0.0503355704697987	0.063758389261745	0.144295302013423	0.110738255033557	0.268456375838926	0.023489932885906	0.0436241610738255	0.0167785234899329	0.0134228187919463	0.00335570469798658	Blaberidae	NA	NA	NA
B122_Platyzosteria_nitida_1	20	48	2	13	26	16	85	1	2	11	1	3	0.0845412592	228	0.087719298245614	0.210526315789474	0.0087719298245614	0.0570175438596491	0.114035087719298	0.0701754385964912	0.37280701754386	0.0043859649122807	0.0087719298245614	0.0482456140350877	0.0043859649122807	0.0131578947368421	Blattidae	NA	NA	NA
B124_Tryonicus_mackerrasae_1	41	65	4	13	32	26	111	8	6	12	1	3	0.2209961133	322	0.127329192546584	0.201863354037267	0.0124223602484472	0.0403726708074534	0.0993788819875776	0.0807453416149068	0.34472049689441	0.0248447204968944	0.0186335403726708	0.0372670807453416	0.0031055900621118	0.0093167701863354	Tryonicidae	NA	NA	NA
BA2929_NODE_6_length_15590_cov_330713_ID_1249685_1	66	29	15	65	41	24	57	9	32	16	4	5	0.1471338244	363	0.181818181818182	0.0798898071625344	0.0413223140495868	0.179063360881543	0.112947658402204	0.0661157024793388	0.15702479338843	0.0247933884297521	0.0881542699724518	0.0440771349862259	0.0110192837465565	0.0137741046831956	Kalotermitidae	0	Wood	1
BA3121_NODE_84_length_15754_cov_340293_ID_1927933_1	139	25	17	31	83	47	42	10	9	35	8	10	0.0319800725	456	0.304824561403509	0.0548245614035088	0.037280701754386	0.0679824561403509	0.182017543859649	0.103070175438596	0.0921052631578947	0.0219298245614035	0.0197368421052632	0.0767543859649123	0.0175438596491228	0.0219298245614035	Kalotermitidae	0	Wood	1
Balta_sp._1	16	65	4	10	17	21	135	6	2	10	2	0	0.2389794841	288	0.0555555555555556	0.225694444444444	0.0138888888888889	0.0347222222222222	0.0590277777777778	0.0729166666666667	0.46875	0.0208333333333333	0.00694444444444444	0.0347222222222222	0.00694444444444444	0	Ectobiidae3	NA	NA	NA
BB_Ectobiidae_1	35	107	6	16	25	28	156	0	2	15	1	1	0.1271328587	392	0.0892857142857143	0.272959183673469	0.0153061224489796	0.0408163265306122	0.0637755102040816	0.0714285714285714	0.397959183673469	0	0.00510204081632653	0.038265306122449	0.00255102040816327	0.00255102040816327	Ectobiidae1	NA	NA	NA
BBI_Blattella_bisignata_1	46	23	4	18	40	7	24	1	12	10	0	2	0.0512059566	187	0.245989304812834	0.122994652406417	0.0213903743315508	0.0962566844919786	0.213903743315508	0.0374331550802139	0.128342245989305	0.0053475935828877	0.0641711229946524	0.053475935828877	0	0.0106951871657754	Ectobiidae1	NA	NA	NA
BDIT020_Microtermes_sp_Burundi_1	43	6	11	28	33	15	9	4	15	9	5	2	0.0412995287	180	0.238888888888889	0.0333333333333333	0.0611111111111111	0.155555555555556	0.183333333333333	0.0833333333333333	0.05	0.0222222222222222	0.0833333333333333	0.05	0.0277777777777778	0.0111111111111111	Macrotermitinae	1	Wood	1
BDIT022_Microcerotermes_parvus_1	67	17	15	43	45	20	31	10	27	14	4	1	0.0471978586	294	0.227891156462585	0.0578231292517007	0.0510204081632653	0.146258503401361	0.153061224489796	0.0680272108843537	0.105442176870748	0.0340136054421769	0.0918367346938776	0.0476190476190476	0.0136054421768707	0.00340136054421769	Microcerotermes	1	Wood	1
BDIT023_Pseudacanthotermes_spiniger_Burundi_1	27	8	7	30	33	10	9	2	6	4	0	0	0.0464825675	136	0.198529411764706	0.0588235294117647	0.0514705882352941	0.220588235294118	0.242647058823529	0.0735294117647059	0.0661764705882353	0.0147058823529412	0.0441176470588235	0.0294117647058824	0	0	Macrotermitinae	1	Wood	1
BDIT026_Promirotermes_pygmaeus_1	44	15	6	28	44	13	13	6	10	9	3	0	0.0478194105	191	0.230366492146597	0.0785340314136126	0.031413612565445	0.146596858638743	0.230366492146597	0.0680628272251309	0.0680628272251309	0.031413612565445	0.0523560209424084	0.0471204188481675	0.0157068062827225	0	Promiro	1	Soil	1
BDIT034_Termes_hospes_1	57	8	15	39	59	13	15	11	12	10	1	3	0.027851206	243	0.234567901234568	0.0329218106995885	0.0617283950617284	0.160493827160494	0.242798353909465	0.0534979423868313	0.0617283950617284	0.0452674897119342	0.0493827160493827	0.0411522633744856	0.00411522633744856	0.0123456790123457	Termes-group	1	Soil	1
BDIT037_Furculitermes_soyeri_1	63	6	5	34	42	8	13	2	19	3	0	4	0.0410099081	199	0.316582914572864	0.0301507537688442	0.0251256281407035	0.170854271356784	0.21105527638191	0.0402010050251256	0.0653266331658292	0.0100502512562814	0.0954773869346734	0.0150753768844221	0	0.0201005025125628	Cubitermitinae	1	Soil	1
BDIT041_Nasutitermes_arborum_1	39	14	11	30	38	21	16	11	19	1	1	2	0.0531856622	203	0.192118226600985	0.0689655172413793	0.0541871921182266	0.147783251231527	0.187192118226601	0.103448275862069	0.0788177339901478	0.0541871921182266	0.0935960591133005	0.00492610837438424	0.00492610837438424	0.00985221674876847	Nasutitermitinae	1	Wood	1
BDIT049_Aderitotermes_sp.2_1	33	10	11	32	44	15	17	4	10	4	0	5	0.052881849	185	0.178378378378378	0.0540540540540541	0.0594594594594595	0.172972972972973	0.237837837837838	0.0810810810810811	0.0918918918918919	0.0216216216216216	0.0540540540540541	0.0216216216216216	0	0.027027027027027	Apicotermitinae	1	Soil	0
BDIT051_Microtermes_sp_Burundi_1	43	11	10	31	26	10	12	7	13	10	3	1	0.0514178963	177	0.242937853107345	0.0621468926553672	0.0564971751412429	0.175141242937853	0.146892655367232	0.0564971751412429	0.0677966101694915	0.0395480225988701	0.0734463276836158	0.0564971751412429	0.0169491525423729	0.00564971751412429	Macrotermitinae	1	Wood	1
BDIT061_Alyscotermes_kilimandjaricus_1	34	7	4	11	27	4	10	5	8	3	2	0	0.0282983574	115	0.295652173913043	0.0608695652173913	0.0347826086956522	0.0956521739130435	0.234782608695652	0.0347826086956522	0.0869565217391304	0.0434782608695652	0.0695652173913043	0.0260869565217391	0.0173913043478261	0	Apicotermitinae	1	Soil	0
BDIT062_Acholotermes_chirotus_1	50	26	17	30	50	42	28	8	14	19	3	3	0.0951326778	290	0.172413793103448	0.0896551724137931	0.0586206896551724	0.103448275862069	0.172413793103448	0.144827586206897	0.096551724137931	0.0275862068965517	0.0482758620689655	0.0655172413793104	0.0103448275862069	0.0103448275862069	Apicotermitinae	1	Soil	0
BDIT064_Macrotermes_sp.A_1	27	3	8	15	14	10	5	3	12	2	1	0	0.0495118961	100	0.27	0.03	0.08	0.15	0.14	0.1	0.05	0.03	0.12	0.02	0.01	0	Macrotermitinae	1	Wood	1
BDIT069_Cubitermes_nr_fulvus_1	41	25	13	38	35	27	47	10	13	11	0	0	0.0862814778	260	0.157692307692308	0.0961538461538462	0.05	0.146153846153846	0.134615384615385	0.103846153846154	0.180769230769231	0.0384615384615385	0.05	0.0423076923076923	0	0	Cubitermitinae	1	Soil	1
BDIT073_Promirotermes_sp.A_1	77	9	3	18	39	18	15	5	16	11	2	0	0.0645240905	213	0.36150234741784	0.0422535211267606	0.0140845070422535	0.0845070422535211	0.183098591549296	0.0845070422535211	0.0704225352112676	0.0234741784037559	0.0751173708920188	0.0516431924882629	0.00938967136150235	0	Promiro	1	Soil	1
BDIT074_Aderitotermes_fossor_1	49	21	15	32	45	27	36	5	10	25	1	1	0.0692520866	267	0.183520599250936	0.0786516853932584	0.0561797752808989	0.119850187265918	0.168539325842697	0.101123595505618	0.134831460674157	0.0187265917602996	0.0374531835205993	0.0936329588014981	0.00374531835205993	0.00374531835205993	Apicotermitinae	1	Soil	0
BDIT075_Cubitermes_fulvus_1	23	5	1	17	19	2	10	0	6	2	2	0	0.0235584022	87	0.264367816091954	0.0574712643678161	0.0114942528735632	0.195402298850575	0.218390804597701	0.0229885057471264	0.114942528735632	0	0.0689655172413793	0.0229885057471264	0.0229885057471264	0	Cubitermitinae	1	Soil	1
BDIT076_Apicotermitinae_gen.A_1	55	15	12	40	47	30	32	10	17	20	1	3	0.0824293946	282	0.195035460992908	0.0531914893617021	0.0425531914893617	0.141843971631206	0.166666666666667	0.106382978723404	0.113475177304965	0.0354609929078014	0.0602836879432624	0.0709219858156028	0.00354609929078014	0.0106382978723404	Apicotermitinae	1	Soil	0
BDIT078_Cubitermes_ugandensis_1	17	7	6	16	15	7	16	4	3	1	1	1	0.0531531587	94	0.180851063829787	0.074468085106383	0.0638297872340425	0.170212765957447	0.159574468085106	0.074468085106383	0.170212765957447	0.0425531914893617	0.0319148936170213	0.0106382978723404	0.0106382978723404	0.0106382978723404	Cubitermitinae	1	Soil	1
BDIT087_Odontotermes_sp._1	26	1	6	18	22	4	5	2	10	7	1	0	0.0735893835	102	0.254901960784314	0.00980392156862745	0.0588235294117647	0.176470588235294	0.215686274509804	0.0392156862745098	0.0490196078431373	0.0196078431372549	0.0980392156862745	0.0686274509803922	0.00980392156862745	0	Macrotermitinae	1	Wood	1
BDIT089_Microcerotermes_progrediens_1	53	8	10	27	44	22	11	12	17	7	3	5	0.0626065335	219	0.242009132420091	0.0365296803652968	0.045662100456621	0.123287671232877	0.200913242009132	0.100456621004566	0.0502283105022831	0.0547945205479452	0.0776255707762557	0.0319634703196347	0.0136986301369863	0.0228310502283105	Microcerotermes	1	Wood	1
BDIT101_Anenteotermes_polyscolus_1	64	23	17	32	67	32	55	6	13	22	3	1	0.0907402779	335	0.191044776119403	0.0686567164179104	0.0507462686567164	0.0955223880597015	0.2	0.0955223880597015	0.164179104477612	0.017910447761194	0.0388059701492537	0.0656716417910448	0.00895522388059702	0.00298507462686567	Apicotermitinae	1	Soil	0
BDIT102_Microcerotermes_fuscotibialis_1	47	3	3	22	42	8	9	5	4	4	1	0	0.0384842645	148	0.317567567567568	0.0202702702702703	0.0202702702702703	0.148648648648649	0.283783783783784	0.0540540540540541	0.0608108108108108	0.0337837837837838	0.027027027027027	0.027027027027027	0.00675675675675676	0	Microcerotermes	1	Wood	1
BDIT106_Cubitermes_oblectatus_1	21	2	4	12	28	3	4	4	7	2	1	1	0.0252159878	89	0.235955056179775	0.0224719101123595	0.0449438202247191	0.134831460674157	0.314606741573034	0.0337078651685393	0.0449438202247191	0.0449438202247191	0.0786516853932584	0.0224719101123595	0.0112359550561798	0.0112359550561798	Cubitermitinae	1	Soil	1
BDIT108_Foraminitermes_rhinoceros_1	78	23	24	26	57	52	39	7	9	25	6	4	0.1002507044	350	0.222857142857143	0.0657142857142857	0.0685714285714286	0.0742857142857143	0.162857142857143	0.148571428571429	0.111428571428571	0.02	0.0257142857142857	0.0714285714285714	0.0171428571428571	0.0114285714285714	Foraminitermitinae	1	Soil	1
BDIT109_Aderitotermes_sp_1	39	31	11	23	48	19	32	5	8	11	1	6	0.0688463941	234	0.166666666666667	0.132478632478632	0.047008547008547	0.0982905982905983	0.205128205128205	0.0811965811965812	0.136752136752137	0.0213675213675214	0.0341880341880342	0.047008547008547	0.00427350427350427	0.0256410256410256	Apicotermitinae	1	Soil	0
BDIT112_Astalotermes_murcus_1	44	44	8	35	30	25	39	10	19	13	2	2	0.0755930646	271	0.162361623616236	0.162361623616236	0.029520295202952	0.129151291512915	0.11070110701107	0.0922509225092251	0.143911439114391	0.03690036900369	0.0701107011070111	0.0479704797047971	0.00738007380073801	0.00738007380073801	Apicotermitinae	1	Soil	0
BDIT114_Trinevitermes_sp.A_1	27	10	0	18	21	4	5	5	7	0	0	1	0.0282818594	98	0.275510204081633	0.102040816326531	0	0.183673469387755	0.214285714285714	0.0408163265306122	0.0510204081632653	0.0510204081632653	0.0714285714285714	0	0	0.0102040816326531	Nasutitermitinae	1	Wood	1
BDIT120_Astalotermes_sp._1	30	17	18	36	36	16	43	15	13	9	3	3	0.0757427238	239	0.125523012552301	0.0711297071129707	0.0753138075313808	0.150627615062762	0.150627615062762	0.0669456066945607	0.179916317991632	0.0627615062761506	0.0543933054393305	0.0376569037656904	0.0125523012552301	0.0125523012552301	Apicotermitinae	1	Soil	0
BDIT121_Alyscotermes_sp.B_1	22	5	2	18	26	4	9	2	19	4	1	0	0.0275952815	112	0.196428571428571	0.0446428571428571	0.0178571428571429	0.160714285714286	0.232142857142857	0.0357142857142857	0.0803571428571429	0.0178571428571429	0.169642857142857	0.0357142857142857	0.00892857142857143	0	Apicotermitinae	1	Soil	0
BDIT129_Macrotermes_vitrialatus_Burundi_1	49	7	12	32	40	17	13	6	9	10	2	2	0.0530364797	199	0.246231155778894	0.0351758793969849	0.0603015075376884	0.160804020100503	0.201005025125628	0.085427135678392	0.0653266331658292	0.0301507537688442	0.0452261306532663	0.050251256281407	0.0100502512562814	0.0100502512562814	Macrotermitinae	1	Wood	1
BDIT27_Coptotermes_sjosdteti_Burundi_1	91	9	15	31	62	15	17	9	20	15	5	1	0.0253434146	290	0.313793103448276	0.0310344827586207	0.0517241379310345	0.106896551724138	0.213793103448276	0.0517241379310345	0.0586206896551724	0.0310344827586207	0.0689655172413793	0.0517241379310345	0.0172413793103448	0.00344827586206897	Coptotermitinae	1	Wood	1
BDIT8-M2A_Coptotermes_amanii_1	30	4	9	22	27	17	7	5	13	6	3	2	0.0361701903	145	0.206896551724138	0.0275862068965517	0.0620689655172414	0.151724137931034	0.186206896551724	0.117241379310345	0.0482758620689655	0.0344827586206897	0.0896551724137931	0.0413793103448276	0.0206896551724138	0.0137931034482759	Coptotermitinae	1	Wood	1
BDIT8-M2B_Microtermes_sp_Burundi_1	46	7	9	35	36	12	17	6	15	7	0	2	0.0530385738	192	0.239583333333333	0.0364583333333333	0.046875	0.182291666666667	0.1875	0.0625	0.0885416666666667	0.03125	0.078125	0.0364583333333333	0	0.0104166666666667	Macrotermitinae	1	Wood	1
Beybienkoa_karandanensis_1	53	69	6	9	69	59	95	8	6	26	3	1	0.2008785773	404	0.131188118811881	0.170792079207921	0.0148514851485149	0.0222772277227723	0.170792079207921	0.146039603960396	0.235148514851485	0.0198019801980198	0.0148514851485149	0.0643564356435644	0.00742574257425743	0.00247524752475248	Ectobiidae1	NA	NA	NA
Bifid_1	50	40	14	41	43	63	88	10	17	38	5	5	0.1545507346	414	0.120772946859903	0.0966183574879227	0.0338164251207729	0.0990338164251208	0.103864734299517	0.152173913043478	0.21256038647343	0.0241545893719807	0.0410628019323672	0.0917874396135266	0.0120772946859903	0.0120772946859903	Kalotermitidae	0	Wood	1
BLA48_Laxta_sp._1	20	9	2	6	16	7	11	2	3	1	2	0	0.0367040967	79	0.253164556962025	0.113924050632911	0.0253164556962025	0.0759493670886076	0.20253164556962	0.0886075949367089	0.139240506329114	0.0253164556962025	0.0379746835443038	0.0126582278481013	0.0253164556962025	0	Blaberidae	NA	NA	NA
Blatella_germanica_1	7	4	0	1	6	1	5	0	1	0	0	1	0.0498107195	26	0.269230769230769	0.153846153846154	0	0.0384615384615385	0.230769230769231	0.0384615384615385	0.192307692307692	0	0.0384615384615385	0	0	0.0384615384615385	Ectobiidae1	NA	NA	NA
BRA12_Aparatermes_sp.A_1	43	40	13	22	48	18	35	8	21	15	2	4	0.0728334945	269	0.159851301115242	0.148698884758364	0.0483271375464684	0.0817843866171004	0.178438661710037	0.0669144981412639	0.130111524163569	0.0297397769516729	0.0780669144981413	0.0557620817843866	0.00743494423791822	0.0148698884758364	Apicotermitinae	1	Soil	0
BRA13_Spinitermes_sp.A_1	44	6	3	11	22	5	3	2	9	2	1	0	0.0228189955	108	0.407407407407407	0.0555555555555556	0.0277777777777778	0.101851851851852	0.203703703703704	0.0462962962962963	0.0277777777777778	0.0185185185185185	0.0833333333333333	0.0185185185185185	0.00925925925925926	0	Termes-group	1	Soil	1
BRA15_Glyptotermes_1	37	47	17	32	39	60	87	10	16	33	2	3	0.1644108829	383	0.0966057441253264	0.122715404699739	0.0443864229765013	0.0835509138381201	0.101827676240209	0.156657963446475	0.227154046997389	0.0261096605744125	0.0417754569190601	0.0861618798955614	0.00522193211488251	0.00783289817232376	Kalotermitidae	0	Wood	1
BRA1_Constrictotermes_cyphergaster_1	58	24	17	27	39	33	28	11	11	14	1	1	0.0753955459	264	0.21969696969697	0.0909090909090909	0.0643939393939394	0.102272727272727	0.147727272727273	0.125	0.106060606060606	0.0416666666666667	0.0416666666666667	0.053030303030303	0.00378787878787879	0.00378787878787879	Nasutitermitinae	1	Wood	1
BRA28_Anoplotermes-group_sp.I_1	46	23	9	18	37	9	24	3	10	9	2	3	0.0459412302	193	0.238341968911917	0.119170984455959	0.0466321243523316	0.0932642487046632	0.191709844559585	0.0466321243523316	0.124352331606218	0.0155440414507772	0.0518134715025907	0.0466321243523316	0.0103626943005181	0.0155440414507772	Apicotermitinae	1	Soil	0
BRA29_Labiotermes_sp._1	55	37	8	34	34	25	30	8	19	22	1	2	0.0779057411	275	0.2	0.134545454545455	0.0290909090909091	0.123636363636364	0.123636363636364	0.0909090909090909	0.109090909090909	0.0290909090909091	0.0690909090909091	0.08	0.00363636363636364	0.00727272727272727	Syntermitinae	1	Soil	1
BRA2_Inquilinitermes_sp._1	40	2	5	13	30	3	6	3	8	4	1	3	0.028599336	118	0.338983050847458	0.0169491525423729	0.0423728813559322	0.110169491525424	0.254237288135593	0.0254237288135593	0.0508474576271186	0.0254237288135593	0.0677966101694915	0.0338983050847458	0.00847457627118644	0.0254237288135593	Termes-group	1	Soil	1
BRA31_Serritermes_serrifer_1	69	24	18	19	59	95	61	3	15	39	2	6	0.1792120659	410	0.168292682926829	0.0585365853658537	0.0439024390243902	0.0463414634146341	0.14390243902439	0.231707317073171	0.148780487804878	0.00731707317073171	0.0365853658536585	0.0951219512195122	0.0048780487804878	0.0146341463414634	Serritermitidae	0	Wood	1
BRA3_Cornitermes_cumulans_1	33	14	6	22	27	9	23	3	7	7	1	0	0.044368603	152	0.217105263157895	0.0921052631578947	0.0394736842105263	0.144736842105263	0.177631578947368	0.0592105263157895	0.151315789473684	0.0197368421052632	0.0460526315789474	0.0460526315789474	0.00657894736842105	0	Syntermitinae	1	Wood	1
BRA7_Patawatermes_sp.A_1	37	19	11	18	32	7	36	6	6	10	3	1	0.0471229324	186	0.198924731182796	0.102150537634409	0.0591397849462366	0.0967741935483871	0.172043010752688	0.0376344086021505	0.193548387096774	0.032258064516129	0.032258064516129	0.0537634408602151	0.0161290322580645	0.00537634408602151	Apicotermitinae	1	Soil	0
BRA8_Labiotermes_sp._1	37	17	8	26	40	21	32	5	8	16	0	2	0.0674893243	212	0.174528301886792	0.080188679245283	0.0377358490566038	0.122641509433962	0.188679245283019	0.0990566037735849	0.150943396226415	0.0235849056603774	0.0377358490566038	0.0754716981132075	0	0.00943396226415094	Syntermitinae	1	Soil	1
BRU3_Amitermes_dentatus_1	25	0	5	7	17	4	8	4	5	1	0	0	0.0214731357	76	0.328947368421053	0	0.0657894736842105	0.0921052631578947	0.223684210526316	0.0526315789473684	0.105263157894737	0.0526315789473684	0.0657894736842105	0.0131578947368421	0	0	Amitermes-group	1	Wood	1
BRU6_Nasutitermes_matangensis_1	28	1	5	20	33	3	6	5	16	2	3	3	0.0288391843	125	0.224	0.008	0.04	0.16	0.264	0.024	0.048	0.04	0.128	0.016	0.024	0.024	Nasutitermitinae	1	Wood	1
BRU8_Hospitalitermes_hospitalis_1	36	2	2	9	27	5	3	1	11	2	0	0	0.0282886869	98	0.36734693877551	0.0204081632653061	0.0204081632653061	0.0918367346938776	0.275510204081633	0.0510204081632653	0.0306122448979592	0.0102040816326531	0.112244897959184	0.0204081632653061	0	0	Nasutitermitinae	1	Wood	1
BUidUT_Blattella_lituricollis_1	27	34	2	7	23	5	39	4	4	7	0	0	0.040158848	152	0.177631578947368	0.223684210526316	0.0131578947368421	0.0460526315789474	0.151315789473684	0.0328947368421053	0.256578947368421	0.0263157894736842	0.0263157894736842	0.0460526315789474	0	0	Ectobiidae1	NA	NA	NA
BV_Blattella_vaga_1	17	103	3	10	40	18	121	3	4	10	2	3	0.1214956671	334	0.0508982035928144	0.308383233532934	0.00898203592814371	0.029940119760479	0.119760479041916	0.0538922155688623	0.362275449101796	0.00898203592814371	0.0119760479041916	0.029940119760479	0.00598802395209581	0.00898203592814371	Ectobiidae1	NA	NA	NA
CA10_Synacanthotermes_sp._1	81	6	9	39	63	20	21	8	7	15	1	2	0.0734628612	272	0.297794117647059	0.0220588235294118	0.0330882352941176	0.143382352941176	0.231617647058824	0.0735294117647059	0.0772058823529412	0.0294117647058824	0.0257352941176471	0.0551470588235294	0.00367647058823529	0.00735294117647059	Macrotermitinae	1	Wood	1
